Name,Email,Location (City),Location (State),Location (Country),Type of Investor,Stage: Investment Thesis,Sector: Investment Thesis,LinkedIn,Website,Fund,Priority Tier,Thesis Match Score,Why This Investor is a Fit,Warm Intro Path,Relationship Strength,Status,Suggested Angle,Speed of Close,Likelihood
Marcos Gonzalez,,Austin,TX,US,Individual Angel,Pre-Seed to Seed,Consumer / Enterprise / LatAm,https://linkedin.com/in/marcosgonzalez,https://latinxvcfund.com,latinxvcfund.com,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Enterprise / LatAm. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Apply: https://latinxvcfund.com,None,Not Contacted,,Medium,Medium
Jesse Draper,,Los Angeles,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / Female Founders / DTC,https://linkedin.com/in/jessedraper,https://halogenventures.com,halogenventures.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / Female Founders / DTC. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://halogenventures.com,None,Not Contacted,,Medium,Medium
Tim Draper,,San Mateo,CA,US,Individual Angel,Seed to Series A,Tech / Crypto / Enterprise,https://linkedin.com/in/timdraper,https://draper.vc,draper.vc,Tier 2 - Super Angel,8/10,Individual Angel focused on Tech / Crypto / Enterprise. Stage: Seed to Series A. Check: $100K-$5M.,Research needed,None,Not Contacted,,Slow,Low-Medium
Sean O'Sullivan,,Princeton,NJ,US,Individual Angel,Pre-Seed to Seed,Tech / Enterprise / AI,https://linkedin.com/in/soaborkin,https://sosventures.com,sosventures.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Tech / Enterprise / AI. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://sosventures.com,None,Not Contacted,,Medium,Medium
Betsy Atkins,,US,,US,Individual Angel,Pre-Seed to Seed,Enterprise / SaaS / Board Governance,https://linkedin.com/in/betsyatkins,,,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Enterprise / SaaS / Board Governance. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Hans Tung,,San Francisco,CA,Asia,Individual Angel,Seed to Series A,Consumer / Enterprise / Global,https://linkedin.com/in/hanstung,https://ggvc.com,ggvc.com,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Consumer / Enterprise / Global. Stage: Seed to Series A. Check: $50K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Jenny Lee,,Singapore,,Asia,Individual Angel,Seed to Series A,Enterprise / Deep Tech / Asia,https://linkedin.com/in/jaborkin,https://ggvc.com,ggvc.com,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Enterprise / Deep Tech / Asia. Stage: Seed to Series A. Check: $50K-$500K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Edith Yeung,,San Francisco,CA,Asia,Individual Angel,Pre-Seed to Seed,Mobile / China / AI,https://linkedin.com/in/edithyeung,,,Tier 5 - Diversity Focus,8/10,Individual Angel focused on Mobile / China / AI. Stage: Pre-Seed to Seed. Check: $10K-$100K.,Research needed,None,Not Contacted,,Medium,Medium
Ruben Harris,,San Francisco,CA,US,Individual Angel,Pre-Seed to Seed,Consumer / EdTech / Diverse Founders,https://linkedin.com/in/rubenharris,,,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / EdTech / Diverse Founders. Stage: Pre-Seed to Seed. Check: $10K-$50K.,Research needed,None,Not Contacted,,Slow,Low-Medium
Mark Cuban,,Dallas,TX,US,Individual Angel,Pre-Seed to Series A,Consumer / Tech / Sports / Health,https://linkedin.com/in/markcuban,https://markcubancompanies.com,markcubancompanies.com,Tier 1 - Famous Angel,7/10,Individual Angel focused on Consumer / Tech / Sports / Health. Stage: Pre-Seed to Series A. Check: $25K-$1M.,Apply: https://markcubancompanies.com,None,Not Contacted,,Medium,Medium
Daymond John,,New York,NY,US,Individual Angel,Pre-Seed to Seed,Consumer / Fashion / DTC,https://linkedin.com/in/daymondjohn,https://daymondjohn.com,daymondjohn.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / Fashion / DTC. Stage: Pre-Seed to Seed. Check: $25K-$500K.,Apply: https://daymondjohn.com,None,Not Contacted,,Medium,Medium
Robert Herjavec,,Toronto,,US,Individual Angel,Pre-Seed to Seed,Cybersecurity / Enterprise / Tech,https://linkedin.com/in/robertherjavec,https://herjavecgroup.com,herjavecgroup.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Cybersecurity / Enterprise / Tech. Stage: Pre-Seed to Seed. Check: $25K-$500K.,Apply: https://herjavecgroup.com,None,Not Contacted,,Medium,Medium
Lori Greiner,,Chicago,IL,US,Individual Angel,Pre-Seed to Seed,Consumer / DTC / Retail,https://linkedin.com/in/lorigreiner,https://lorigreiner.com,lorigreiner.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / DTC / Retail. Stage: Pre-Seed to Seed. Check: $25K-$500K.,Apply: https://lorigreiner.com,None,Not Contacted,,Medium,Medium
Barbara Corcoran,,New York,NY,US,Individual Angel,Pre-Seed to Seed,Consumer / Real Estate / DTC,https://linkedin.com/in/barbaracorcoran,https://barbaracorcoran.com,barbaracorcoran.com,Tier 5 - Diversity Focus,7/10,Individual Angel focused on Consumer / Real Estate / DTC. Stage: Pre-Seed to Seed. Check: $25K-$250K.,Apply: https://barbaracorcoran.com,None,Not Contacted,,Medium,Medium
Kevin O'Leary (Mr. Wonderful),,Toronto,,US,Individual Angel,Pre-Seed to Seed,Consumer / Fintech / DTC,https://linkedin.com/in/kevinoleary,https://kevinoleary.com,kevinoleary.com,Tier 2 - Super Angel,8/10,Individual Angel focused on Consumer / Fintech / DTC. Stage: Pre-Seed to Seed. Check: $25K-$500K.,Apply: https://kevinoleary.com,None,Not Contacted,,Medium,Medium
PropTech Angel Syndicate,,US,,US,Syndicate,Pre-Seed to Seed,Real Estate Tech / PropTech / Construction,,https://angellist.com,angellist.com,Tier 4 - Syndicate,7/10,Syndicate focused on Real Estate Tech / PropTech / Construction. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://angellist.com,None,Not Contacted,,Slow,Low-Medium
Foodtech Angels Syndicate,,US,,Europe,Syndicate,Pre-Seed to Seed,FoodTech / AgTech / CPG,,https://angellist.com,angellist.com,Tier 4 - Syndicate,7/10,Syndicate focused on FoodTech / AgTech / CPG. Stage: Pre-Seed to Seed. Check: $1K-$25K (per LP).,Apply: https://angellist.com,None,Not Contacted,,Slow,Low-Medium
